x-axis,1
second,Volt
+39.70000E-03,-399.43475E-03
+39.72500E-03,-396.92219E-03
+39.75000E-03,-359.23374E-03
+39.77500E-03,-359.23374E-03
+39.80000E-03,-324.05787E-03
+39.82500E-03,-319.03274E-03
+39.85000E-03,-324.05787E-03
+39.87500E-03,-319.03274E-03
+39.90000E-03,-319.03274E-03
+39.92500E-03,-319.03274E-03
+39.95000E-03,-278.83174E-03
+39.97500E-03,-278.83174E-03
+40.00000E-03,-278.83174E-03
+40.02500E-03,-238.63073E-03
+40.05000E-03,-243.65586E-03
+40.07500E-03,-243.65586E-03
+40.10000E-03,-238.63073E-03
+40.12500E-03,-276.31917E-03
+40.15000E-03,-203.45485E-03
+40.17500E-03,-203.45485E-03
+40.20000E-03,-198.42973E-03
+40.22500E-03,-276.31917E-03
+40.25000E-03,-203.45485E-03
+40.27500E-03,-236.11817E-03
+40.30000E-03,-195.91716E-03
+40.32500E-03,-198.42973E-03
+40.35000E-03,-198.42973E-03
+40.37500E-03,-198.42973E-03
+40.40000E-03,-195.91716E-03
+40.42500E-03,-195.91716E-03
+40.45000E-03,-163.25385E-03
+40.47500E-03,-195.91716E-03
+40.50000E-03,-155.71616E-03
+40.52500E-03,-158.22872E-03
+40.55000E-03,-158.22872E-03
+40.57500E-03,-195.91716E-03
+40.60000E-03,-195.91716E-03
+40.62500E-03,-158.22872E-03
+40.65000E-03,-158.22872E-03
+40.67500E-03,-155.71616E-03
+40.70000E-03,-155.71616E-03
+40.72500E-03,-118.02772E-03
+40.75000E-03,-123.05284E-03
+40.77500E-03,-155.71616E-03
+40.80000E-03,-118.02772E-03
+40.82500E-03,-155.71616E-03
+40.85000E-03,-118.02772E-03
+40.87500E-03,-118.02772E-03
+40.90000E-03,-158.22872E-03
+40.92500E-03,-115.51515E-03
+40.95000E-03,-118.02772E-03
+40.97500E-03,-118.02772E-03
+41.00000E-03,-155.71616E-03
+41.02500E-03,-118.02772E-03
+41.05000E-03,-118.02772E-03
+41.07500E-03,-155.71616E-03
+41.10000E-03,-155.71616E-03
+41.12500E-03,-118.02772E-03
+41.15000E-03,-115.51515E-03
+41.17500E-03,-118.02772E-03
+41.20000E-03,-118.02772E-03
+41.22500E-03,-118.02772E-03
+41.25000E-03,-118.02772E-03
+41.27500E-03,-123.05284E-03
+41.30000E-03,-118.02772E-03
+41.32500E-03,-118.02772E-03
+41.35000E-03,-123.05284E-03
+41.37500E-03,-155.71616E-03
+41.40000E-03,-118.02772E-03
+41.42500E-03,-118.02772E-03
+41.45000E-03,-123.05284E-03
+41.47500E-03,-118.02772E-03
+41.50000E-03,-118.02772E-03
+41.52500E-03,-118.02772E-03
+41.55000E-03,-158.22872E-03
+41.57500E-03,-118.02772E-03
+41.60000E-03,-123.05284E-03
+41.62500E-03,-118.02772E-03
+41.65000E-03,-118.02772E-03
+41.67500E-03,-118.02772E-03
+41.70000E-03,-118.02772E-03
+41.72500E-03,-123.05284E-03
+41.75000E-03,-118.02772E-03
+41.77500E-03,-118.02772E-03
+41.80000E-03,-118.02772E-03
+41.82500E-03,-118.02772E-03
+41.85000E-03,-123.05284E-03
+41.87500E-03,-155.71616E-03
+41.90000E-03,-123.05284E-03
+41.92500E-03,-118.02772E-03
+41.95000E-03,-115.51515E-03
+41.97500E-03,-155.71616E-03
+42.00000E-03,-118.02772E-03
+42.02500E-03,-155.71616E-03
+42.05000E-03,-158.22872E-03
+42.07500E-03,-123.05284E-03
+42.10000E-03,-118.02772E-03
+42.12500E-03,-155.71616E-03
+42.15000E-03,-118.02772E-03
+42.17500E-03,-118.02772E-03
+42.20000E-03,-155.71616E-03
+42.22500E-03,-118.02772E-03
+42.25000E-03,-118.02772E-03
+42.27500E-03,-82.85184E-03
+42.30000E-03,-123.05284E-03
+42.32500E-03,-118.02772E-03
+42.35000E-03,-158.22872E-03
+42.37500E-03,-118.02772E-03
+42.40000E-03,-158.22872E-03
+42.42500E-03,-158.22872E-03
+42.45000E-03,-118.02772E-03
+42.47500E-03,-118.02772E-03
+42.50000E-03,-118.02772E-03
+42.52500E-03,-123.05284E-03
+42.55000E-03,-118.02772E-03
+42.57500E-03,-118.02772E-03
+42.60000E-03,-158.22872E-03
+42.62500E-03,-158.22872E-03
+42.65000E-03,-118.02772E-03
+42.67500E-03,-118.02772E-03
+42.70000E-03,-158.22872E-03
+42.72500E-03,-123.05284E-03
+42.75000E-03,-118.02772E-03
+42.77500E-03,-158.22872E-03
+42.80000E-03,-158.22872E-03
+42.82500E-03,-155.71616E-03
+42.85000E-03,-155.71616E-03
+42.87500E-03,-118.02772E-03
+42.90000E-03,-155.71616E-03
+42.92500E-03,-155.71616E-03
+42.95000E-03,-155.71616E-03
+42.97500E-03,-155.71616E-03
+43.00000E-03,-155.71616E-03
+43.02500E-03,-118.02772E-03
+43.05000E-03,-118.02772E-03
+43.07500E-03,-195.91716E-03
+43.10000E-03,-155.71616E-03
+43.12500E-03,-195.91716E-03
+43.15000E-03,-163.25385E-03
+43.17500E-03,-155.71616E-03
+43.20000E-03,-155.71616E-03
+43.22500E-03,-123.05284E-03
+43.25000E-03,-123.05284E-03
+43.27500E-03,-158.22872E-03
+43.30000E-03,-158.22872E-03
+43.32500E-03,-155.71616E-03
+43.35000E-03,-163.25385E-03
+43.37500E-03,-125.56541E-03
+43.40000E-03,-158.22872E-03
+43.42500E-03,-155.71616E-03
+43.45000E-03,-123.05284E-03
+43.47500E-03,-193.40460E-03
+43.50000E-03,-158.22872E-03
+43.52500E-03,-158.22872E-03
+43.55000E-03,-158.22872E-03
+43.57500E-03,-158.22872E-03
+43.60000E-03,-163.25385E-03
+43.62500E-03,-158.22872E-03
+43.65000E-03,-118.02772E-03
+43.67500E-03,-193.40460E-03
+43.70000E-03,-158.22872E-03
+43.72500E-03,-123.05284E-03
+43.75000E-03,-158.22872E-03
+43.77500E-03,-123.05284E-03
+43.80000E-03,-158.22872E-03
+43.82500E-03,-198.42973E-03
+43.85000E-03,-158.22872E-03
+43.87500E-03,-158.22872E-03
+43.90000E-03,-155.71616E-03
+43.92500E-03,-158.22872E-03
+43.95000E-03,-158.22872E-03
+43.97500E-03,-158.22872E-03
+44.00000E-03,-158.22872E-03
+44.02500E-03,-158.22872E-03
+44.05000E-03,-158.22872E-03
+44.07500E-03,-195.91716E-03
+44.10000E-03,-158.22872E-03
+44.12500E-03,-158.22872E-03
+44.15000E-03,-163.25385E-03
+44.17500E-03,-163.25385E-03
